pid,asr_text,asr_language,asr_char_count
POST00005702,"If your outfit is not outfitting, let me show you a few ways that you can fix that on my outfit as an example. What do I mean by not outfitting? The idea you had in your head was great and the pieces are great. It's just not giving what you want it to get. This outfit is a great example. I've got two great pieces, this sweater, this pair of jeans, and you could say also my song is as well. But how do we take it up and watch and make it look super cool and styled? One way to do that is accessorizing a jewelry. So I'm in a bank.",en,532
POST00005068,istling of the brain القديم ليس في الحيومeptines اشdistرات النحية سملكي,ar,71
POST00005523,"Mmm-hmm. Yum. Mmm. The problem we got is some of these have ice cream in it. And these are the best donuts in Texas. Hold on, I don't even know which one to eat. Wait. I'm gonna just drink my drink. Mmm-mmm. This have ice cream.",en,228
POST00004336,I'm white. I make my own oat milk. It's basically fall so you know what that means. The most basic white bitch thing. I don't know why I'm acting so proud of that. Pumpkin spice oat milk. Let's go. I already have an oat milk tutorial on my page so I'm kind of gonna whip through this bitch but I'm gonna start as any good oat milk should filter water. I have six cups. I'm gonna put two cups of oats. Spray Sesame Almond benchmark.,en,431
POST00004554,"My stomach do this turn and I feel sick without you My closest friend, my worst enemy I'm not okay with a pub but I pretend to be I HATUDE A BODY ORA SICK",en,154
POST00004985,"The moon is right, the spirit's up, waiting tonight, and that's enough, see if we had it. A wonderful Christmas time, see if we had it. A wonderful Christmas time, the body's on, the feelings here, that only comes. A wonderful Christmas time, see if we had it.",en,260
POST00005409,"Here's a quick tip. If you eat garlic or something with garlic in it and you've worried about garlic breasts, eat an apple. It will instantly take your garlic breast away.",en,171
POST00005751,"I'm gonna know what that bad callin' me splurge Let me jump, breath out the curve Bitless right fly like a bird Spin on the first and the third",en,143
POST00004805,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah. That's the way everything goes bad.",en,83
POST00004575,And I don't know the world to see me Cause I don't think that they'd understand,en,79
POST00004337,"I got food from dairy queen. Now we have ever gotten an actual food from dairy queen, aside from like blusher, it's in what not. So this should be interesting. First up, I got their like chicken basket. It comes with 4 chicken tenders, fries, and toast. And I got their spicy chicken sandwich. These smell so good. They're pretzels with their like cheese caseloise sort of. Of course, a medium-doctor pepper. I just want to go in for the pretzels first. They look really good. That's what the cheese sauce is like in life. Okay.",en,528
POST00005019,"This is my secret beauty smoothie recipe. Lately I've been really enjoying being more mindful of what I put in my body. It's a way for me to show up for myself and have some self love. I love making smoothies with fresh ingredients that taste good, but make me feel even better. First up, we add some kiwi, apples and oranges, some water, and my secret special powder from Pure Beauty Collagen. This is a premium collagen brand made in Japan that has fish collagen powder and essential beauty protein for hair skin and nails. Highly-eronic acid to nourish and hydrate the collagen, coq 10, and antioxidant for salt, growth and maintenance.",en,639
POST00004738,sights,jw,6
POST00004959,I,en,1
POST00005041,bread.,en,6
POST00005625,volt t a ?,en,10
POST00004755,Remember this wordlet means something Come showcase that after getting htime by esserelove,en,90
POST00004370,"Bitch, you know I'm sexy Ah, don't call just sexy Bitches slow can't get on my speed They stare cuz they know I'm the I-T-G-I-R-O You know I am the girl Bitch don't kiss and tell It's grown from A-T-O I-I-T-G-I-R-O You know I am the girl Bitch don't kiss and tell It's grown from A-T-O How you mad at me cuz I'm cut bitch How you mad at me cuz I'm f***** Be mad at yourself cuz you ain't cut shit Togging all that shit is with undeclared trance",en,444
POST00004612,,nn,0
POST00005524,This is my Christmas list. Some of this stuff I already have and I recommend. But then some of it is stuff I want. The section is hoodies. This one is the Abercambi hoodie. I have this in wash black and I love it. Other hoodie I have on here is from Madhapese. This is the Classics Pleas hoodie. Been wanting this for so long. Next. Tops. This is the clean lines long sleeve from Free People. This is the cotton jersey from Skims. I have this one in black and I love it. And I have the fits everybody t-shirt from Skims. But I've heard a lot of good things about these. Next section.,en,583
POST00004027,"Oh sisters, let's go down, let's go down, come on down. Oh sisters, let's go down, down in the river to pray. As I went down in the river to pray.",en,146
POST00005365,music speaker,en,13
POST00005710,I'll wear that hat,en,18
POST00004221,I can keep a secret kid You put my mind on your body and your body on my mind Gotta tell you through the jury. I just need to take the bite,en,139
POST00005753,,nn,0
POST00005867,"Je suis grosse, donc quand j'étais plus jeune, si un garçon me l'est parlé, je pensais forcément que c'est parce qu'il avait perdu un gage ou c'était un défi avec ses potes. Je suis grosse, donc les gens pensent automatiquement que j'ai envie de perdre du poids. Je suis grosse, donc tout le monde se permet de faire des commentaires sur mon poids, me dire ce que je préfère de mon corps, comme si ils étaient médecins. Je suis grosse, donc je déteste manger en public. Je suis grosse, donc si on voit manger quelque chose de sang, je renaise ça là, on va directement penser que c'est parce que je veux perdre du poids. Alors en verse, je suis grosse, donc si on voit manger quelque chose de gras, on va penser que c'est ce que je mange absolument tous les jours. Et c'est pour ça que je suis grosse. Je suis grosse, donc bien évidemment.",fr,838
POST00005361,This is how I've been getting my big bouncy blow out waves with longer hair. So I start with some heat protector and then I blow dry it and then I pop some treatment or oil in it to smooth it out. And then using my curling wand I pick up a piece of a section of hair and then curl it downwards and I will repeat that all over my head and I've sectioned it out. Be careful with your ears. You can burn yourself. And then once I have all of the curls I'm going to cool for a little bit.,en,484
POST00004905,Tranquilo se la navega Estinos por te la suela,es,46
POST00004524,Music,en,5
POST00004237,,nn,0
POST00005593,"I'm not gonna talk, I'm not gonna talk As we sit, we shall pay what you're purquering Fodies in the same hack that you complain Less annoying, I love my personality I think I wanna go back",en,188
POST00004448,leur and,en,8
POST00004366,collected object,jw,16
POST00005964,Road hesitation stakes,en,22
